util_practice_desc,region_desc,domaincat_desc,statisticcat_desc,CV (%),state_fips_code,commodity_desc,source_desc,begin_code,load_time,county_ansi,state_ansi,domain_desc,week_ending,asd_desc,class_desc,country_name,county_code,reference_period_desc,end_code,prodn_practice_desc,congr_district_code,zip_5,country_code,asd_code,state_name,freq_desc,agg_level_desc,watershed_desc,Value,short_desc,watershed_code,year,sector_desc,location_desc,county_name,state_alpha,group_desc,unit_desc
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-06-03 15:08:31.000,,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,998,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,74,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2009,CROPS,"ALABAMA, NORTHERN VALLEY, OTHER (COMBINED) COUNTIES",OTHER (COMBINED) COUNTIES,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-06-03 15:08:31.000,,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,998,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,115,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2008,CROPS,"ALABAMA, NORTHERN VALLEY, OTHER (COMBINED) COUNTIES",OTHER (COMBINED) COUNTIES,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,998,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,74,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2007,CROPS,"ALABAMA, NORTHERN VALLEY, OTHER (COMBINED) COUNTIES",OTHER (COMBINED) COUNTIES,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,998,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,73,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2006,CROPS,"ALABAMA, NORTHERN VALLEY, OTHER (COMBINED) COUNTIES",OTHER (COMBINED) COUNTIES,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,998,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,100,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2005,CROPS,"ALABAMA, NORTHERN VALLEY, OTHER (COMBINED) COUNTIES",OTHER (COMBINED) COUNTIES,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,998,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,108,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2004,CROPS,"ALABAMA, NORTHERN VALLEY, OTHER (COMBINED) COUNTIES",OTHER (COMBINED) COUNTIES,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,998,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,94,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2003,CROPS,"ALABAMA, NORTHERN VALLEY, OTHER (COMBINED) COUNTIES",OTHER (COMBINED) COUNTIES,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,2.8,01,CORN,SURVEY,00,2026-05-05 15:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,157.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2025,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,4.5,01,CORN,SURVEY,00,2026-05-05 15:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,96,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2024,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,3.1,01,CORN,SURVEY,00,2025-05-06 15:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,172,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2023,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,4.5,01,CORN,SURVEY,00,2024-02-23 15:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,94,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2022,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,3.9,01,CORN,SURVEY,00,2024-02-23 15:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,174.7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2021,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,1.9,01,CORN,SURVEY,00,2024-02-23 15:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,175.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2020,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2024-02-23 15:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,161,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2019,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2024-02-23 15:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,153.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2018,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2018-02-22 15:08:35.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,195.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2017,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2017-02-23 15:00:08.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,126.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2016-02-18 15:04:50.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,159.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2015,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-02-19 15:38:52.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,191.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2014,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-02-19 15:38:52.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,182.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2013,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-06-03 15:08:31.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,102.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2012,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-06-03 15:08:31.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,131.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2011,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-06-03 15:08:31.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,142.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2010,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-06-03 15:08:31.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,126,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2009,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,85,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2007,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2006,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,147,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2005,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,138,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2004,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,033,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,033,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,161,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2003,CROPS,"ALABAMA, NORTHERN VALLEY, COLBERT",COLBERT,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,9.6,01,CORN,SURVEY,00,2026-05-05 15:00:00.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,94.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2025,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,14.9,01,CORN,SURVEY,00,2026-05-05 15:00:00.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,71.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2024,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,7.8,01,CORN,SURVEY,00,2025-05-06 15:00:00.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,161.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2023,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2024-02-23 15:00:00.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,100,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2018,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2018-02-22 15:08:35.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,178.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2017,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2017-02-23 15:00:08.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,85.7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-02-19 15:38:52.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,143.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2014,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-02-19 15:38:52.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,87.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2013,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-06-03 15:08:31.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,83.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2012,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2015-06-03 15:08:31.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,86.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2010,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,,01,CORN,SURVEY,00,2012-01-01 00:00:00.000,059,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,059,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,114,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2003,CROPS,"ALABAMA, NORTHERN VALLEY, FRANKLIN",FRANKLIN,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,3.6,01,CORN,SURVEY,00,2026-05-05 15:00:00.000,077,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,077,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,161.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2025,CROPS,"ALABAMA, NORTHERN VALLEY, LAUDERDALE",LAUDERDALE,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,4.2,01,CORN,SURVEY,00,2026-05-05 15:00:00.000,077,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,077,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,95.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2024,CROPS,"ALABAMA, NORTHERN VALLEY, LAUDERDALE",LAUDERDALE,AL,FIELD CROPS,BU / ACRE
GRAIN,,NOT SPECIFIED,YIELD,2.8,01,CORN,SURVEY,00,2025-05-06 15:00:00.000,077,01,TOTAL,,NORTHERN VALLEY,ALL CLASSES,UNITED STATES,077,YEAR,00,ALL PRODUCTION PRACTICES,,,9000,10,ALABAMA,ANNUAL,COUNTY,,155.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2023,CROPS,"ALABAMA, NORTHERN VALLEY, LAUDERDALE",LAUDERDALE,AL,FIELD CROPS,BU / ACRE
